address	rarity	salt	nonce		
0x000000000000344e43E3694bfc60dDfFF6FeF9Df	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a1e9cafb63fe894c02a088e67a	18		
0x00000000000034BAeb1fcB9d25C3Cd7E74b53c4a	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a145a90b36e7193f03d1d888c9	0		
0x00000000000037074337a4c8D9A5Ba73243B74cD	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a19c9005313206610304e9bc1d	15		
0x00000000000037f884D96dfBf4CD3eF70d8D9715	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a19a64aba4d16b230192adfe2f	29		
0x0000000000003828F0584266Ee644A415edA4621	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a1ffc24a38755684034f7ec9a2	4		
0x000000000000383B2ce68a8C842Fa29a4D160833	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a18b2ffffe75c65103bdedf733	8		
0x0000000000003851679d2566C8878D5261509dD9	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a18db55a73417c29037048deba	13		
0x00000000000038639b82faA230577Db93282a5B8	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a118166676fa8144037cfec84e	0		
0x00000000000039D637D6A614222b8D8Ecc0f7baa	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a1890bf40c7a15850058ea7f81	18		
0x0000000000003A296575227c9785761FE1950f1F	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a18e548cb32bd17d01dc95a0a5	0		
0x0000000000003a6Dc2f270Cc994FFc23C6F429b0	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a12f5bfc73724b8a03c8c35adc	29		
0x0000000000003aE874eFdCA507358c8B48Ef58CC	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a1d44cc45217583200ee72af7c	18		
0x0000000000003BAdf5347829937f111A1D5838d2	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a1204b2c6e5320d101e603c450	2		
0x0000000000003C16BebA0D1E1D1F87FC7c1651B4	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a10b853a1226dfd4016d8859da	29		
0x0000000000003c32dB6536D52A63a24ca2cFd4ae	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a15ae62be8aef62c0021ac931e	29		
0x0000000000003d266C3Ea8420C93Fe0c7AAF20CF	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a1b35ff781db973f02582aedfd	14		
0x0000000000003e089D5DAb7f073AedeC127162AD	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a1e26a59f6a0424702d3bcbd70	17		
0x0000000000003fD19157c154a227131Ce5f3E0e8	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a1906226395219ac028b3d400c	6		
0x00000000000040ae7CD505F4E0e3F34195D8c08C	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a1dad371cb8531ff01a299df0b	4		
0x000000000000415bd550226e9a8a275b0c3fbd9E	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a1f178762f7efcc8028d44850b	22		
0x00000000000041fe14Ce3c2392337CE501aE8328	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a17b8dfb15732e5001bef78eb8	12		
0x00000000000042BE77057270C6797b7DAcf8D266	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a1130774f17484c903409af61a	26		
0x00000000000042de7771d9aFEf27E5A8a0Fe1f1E	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a1ef729cbf7156850124b31b5c	1		
0x000000000000447B21f04c78aF046dB04E11dEE7	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a10a276c854813770236dab3ba	9		
0x00000000000044B12B876C81fE0132f8dc1b85c7	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a1ae0c5d66e0d2f0020734f5c9	3		
0x00000000000044cA32A6c392D925B24AFb3c507B	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a1e2746d90b831eb016ef963c6	10		
0x000000000000451b0550fb29F24eDc9033184f5E	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a1a84483e869775401db4e491f	5		
0x0000000000004574401Ee1A459973771fEC9eAd6	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a1cc61cfdbe9558300db80238d	26		
0x00000000000046C4Faaf5b9C6ef32295009050d4	314649014	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a1d263ec1953bfef0013be9038	6		
0x00000000000046d9508d4fe617F536b0C74091FF	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a1ca00b632ffa8f300850bebf5	30		
0x00000000000047CA0bcc55F626D9F0A161FB9e94	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a114972d753f33660209d588de	23		
0x000000000000492180824b680ee1ECc78e09c3AD	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a1c1b839e1b2cfaa03ac524c7f	30		
0x00000000000049830eee30831Efc5e27F77D74C3	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a19bd0b23e49a978018e4c5305	26		
0x00000000000049f100c3061e84D62D34Cbae777C	314649014	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a1689152f23c045902982053c8	7		
0x0000000000004A0D0744615Bd37504AD64896FCA	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a13da7ad00b7b3fc006c17a069	12		
0x0000000000004AcfC11222418BD101417BD3CD68	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a1ddf3a183256c3000db099ffd	13		
0x0000000000004b27a7BE348d66A40B18e322E8b9	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a11af40eb1e7ad08025f561991	7		
0x0000000000004b5806C177D7f20eA3684a09fBA7	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a1cec99744b2747800162fbd70	29		
0x0000000000004BAd06755d53b190Da9CC43D839C	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a147eee99a9a9c3501816c1cf2	1		
0x0000000000004c130557021a1441a4F75717a36c	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a19fb568e06c5dfc0076b9cfff	22		
0x0000000000004C1C1AD533E78e808871466F7919	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a15cfa9e63cbab0601439b9919	16		
0x0000000000004cBec379d5FcB48fC6744844d2bf	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a13d3e2ba2bff582020fe43d1b	30		
0x0000000000004d78D071f2d9B9389feC503C6d9f	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a1515e28bcdf34bf00190a90b9	9		
0x0000000000004EeFB98b792E65Ef8D483b05509E	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a131d7df477f54cd031f0864e7	0		
0x0000000000004f45C8F79b4d3147944F4Ccd83d8	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a1c72b34fb7e1d900227ad8d05	12		
0x00000000000050388761488b8Ee15170A27f7A5D	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a1e6d0445b01152402974b3338	5		
0x00000000000050a6aFF8202392b5Ece6E13cD4E7	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a11d6a4ce356f17c01b85a6326	4		
0x000000000000520dF106C77e767C67657034C0AF	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a18d944ef93aa221037f98e3c6	21		
0x000000000000521762D1D38ecb0DEFde81bfe9C9	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a151b69fe7d0aee700bea4c636	26		
0x0000000000005326278290855E129c3B236eF748	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a19b096e706cdb8c01f9306d54	21		
0x000000000000532779830F26BC015245f6AA8Ff3	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a124b049cdef688b0115c8c69c	25		
0x00000000000054197553A13A1Bb309A45b2d7F16	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a1785175026d68c90021f1819c	20		
0x00000000000055ff7c878b906cca513b8eCA4c76	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a14754997567879e02be6d4403	18		
0x00000000000056922f48C64048f685Fc8Ac666E5	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a11616be6961150103ca6b84eb	26		
0x00000000000056d99AB1B25B3Cc88bc2D6D1117B	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a1aa956b7ef9704a020712ec03	20		
0x000000000000570961c577D9436F5D128796c8De	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a1ca6c58bcf76613013c7110c2	5		
0x000000000000573D753E1C662D25B8699e78e036	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a1c5ec2e1481b1e0025646fda7	27		
0x00000000000058420399f63e44ee7982AC36d135	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a14ad5a85807b49001d09be2b2	21		
0x00000000000058Ad2346eDCC535BD2474CdEeC28	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a1d94c864e87899500ba204ebb	20		
0x000000000000590540CDf7291F2514f8d493B5f7	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a15ba63311f53cbb032cca4818	2		
0x0000000000005A7aef87Cc995B6FF585C589bc59	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a1748cb852b6345e013714ef02	2		
0x0000000000005AA187A58A453A42FeD1d6369c7F	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a1261226c0b8b10c0284a75c57	17		
0x0000000000005aEDAF8f3ec2E911354c57598cDC	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a11e0ef8815f72bf019c4a3f24	16		
0x0000000000005b4Ff0F09cbe5DfF259aCc00607a	314649014	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a182e1956d28b60302a25a6c8e	14		
0x0000000000005b5695e182b52c07B52180CF19EE	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a13d94003773edc500a9a43017	7		
0x0000000000005caA899fF080832E473a16A56636	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a15afed65e64029c0218c0ec18	20		
0x0000000000005Ce3EA2053db025baFA27110D4f1	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a13e07f1c839cc430050336277	8		
0x0000000000005d4D7F01842cDE05636Bd94b4e7B	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a11994f32745ebde015a93d737	20		
0x0000000000005Ef21A091DBA40fF20A0c91bEd45	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a1fe058ac37d850d00db6188fa	2		
0x0000000000005F1173fFFC2e68219502095d6e22	16777216	0x82bf455e9ebd6a541ef10b683de1edcaf05ce7a1cab977c9b7155b00719d1991	30		
